INPUT-#Scan#	INPUT-SpectrumID	INPUT-Compound_Name	INPUT-InChIKey-Planar	Tag_Status1	Action1	Add_InCHIKey-Planar	Cannot_Add_InChIKey-Planar	Tag_Status2	Action2	Add_Tag1	Add_Tag2	Add_Tag3	Contribute-NCBITaxonomy1	Contribute-NCBITaxonomy2	Contribute-NCBITaxonomy3	Contribute-UBERONTag1	Contribute-UBERONTag2	Contribute-UBERONTag3	Contribute-LifestyleTag1	Contribute-LifestyleTag2	Contribute-LifestyleTag3	Current_Tags	Current_NCBITaxonomy	Current_UBERON	Current_Lifestyle
220846	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
342205	CCMSLIB00003138972	Spectral Match to Docosahexaenoyl PAF C-16 from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	QQQQNYAHSSIZBU		Tags Missing	Add Tags																
61679	CCMSLIB00003406541	2''-Galloylhyperin	PXGWEUQZDRUMRE	Tags Present	Check Current Tags and Add if Incomplete																	food			
1374	CCMSLIB00003138367	Spectral Match to 3-Indoleacrylic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	PLVPPLCLBIEYEA		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct			
171718	CCMSLIB00000853432	NCGC00380812-02_C23H22N4O5_1H-Imidazo[1,2-a]indole-9-propanoic acid, 2,3,9,9a-tetrahydro-9-hydroxy-2,2-dimethyl-3-oxo-alpha-(4-oxo-3(4H)-quinazolinyl)-	BMFPATPGMGPSGR	Tags Missing	Add Tags																				
340404	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
172493	CCMSLIB00003272063	Phlorizin	IOUVKUPGCMBWBT	Tags Present	Check Current Tags and Add if Incomplete																	food			
332004	CCMSLIB00003268411	1-Oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine	RRVPPYNAZJRZFR	Tags Missing	Add Tags																				
1360	CCMSLIB00003139753	Spectral Match to L-Tryptophan from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	QIVBCDIJIAJPQS		Tags Present	Check Current Tags and Add if Incomplete													bacterial|human|mice|food	9606|Homo sapiens:10088|Mus		
35964	CCMSLIB00003400974	(-)-Gallocatechin	XMOCLSLCDHWDHP	Tags Present	Check Current Tags and Add if Incomplete																	food			food consumption_coffee|food consumption_tea
249860	CCMSLIB00003267842	1-Oleoyl-sn-glycero-3-phosphocholine	YAMUFBLWGFFICM	Tags Present	Check Current Tags and Add if Incomplete																	dissolvedorganicmatter_water_saline			
97598	CCMSLIB00000847447	NCGC00180824-02!5,7-dihydroxy-6,8-dimethoxy-2-(4-methoxyphenyl)chromen-4-one	KRFBMPVGAYGGJE	Tags Missing	Add Tags																				
107827	CCMSLIB00003335241	1-Linoleoylglycerol	WECGLUPZRHILCT	Tags Present	Check Current Tags and Add if Incomplete																	plant			
27301	CCMSLIB00003136259	Spectral Match to Pinolenic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	HXQHFNIKBKZGRP		Tags Present	Check Current Tags and Add if Incomplete													food|plant			food consumption_pine nuts
313080	CCMSLIB00000852661	NCGC00347708-02_C38H62O12_beta-D-Galactopyranoside, (3beta,8xi,9xi,14xi,16xi,17xi,20xi,22xi)-spirostan-3-yl 6-O-beta-D-xylopyranosyl-	OSHZDTNWJYPSSP	Tags Missing	Add Tags																				
159758	CCMSLIB00003375500	7.alpha.-Hydroxy-4-cholesten-3-one	IOIZWEJGGCZDOL	Tags Present	Check Current Tags and Add if Incomplete																	human			
278079	CCMSLIB00004700328	6-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one	BGPMMCPSTAYIEL	Tags Missing	Add Tags																				
337938	CCMSLIB00003376312	Palmitoyleicosapentaenoyl phosphatidylcholine	KLTHQSWIRFFBRI	Tags Missing	Add Tags																				
249429	CCMSLIB00000853975	NCGC00381098-01_C26H34O12_3-Hydroxy-1-(3-hydroxy-4-methoxyphenyl)-2-{4-[(1E)-3-hydroxy-1-propen-1-yl]-2-methoxyphenoxy}propyl beta-D-glucopyranoside	XBTCTDQFKYYTLT	Tags Missing	Add Tags																				
211762	CCMSLIB00003236370	Isoquercitin	OVSQVDMCBVZWGM	Tags Present	Check Current Tags and Add if Incomplete																	food			
325248	CCMSLIB00005436337	(2-aminoethoxy)[2-[octadeca-9,12-dienoyloxy]-3-(octadecanoyloxy)propoxy]phosphinic acid	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
127159	CCMSLIB00003271043	Decamethylcyclopentasiloxane	XMSXQFUHVRWGNA	Tags Present	Check Current Tags and Add if Incomplete																	environmental|personalcareproduct			
337479	CCMSLIB00003138768	Spectral Match to 1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	XXKFQTJOJZELMD		Tags Missing	Add Tags																
330933	CCMSLIB00004718756	3-[(2S,3R,4S,5R,6R)-4-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one	RWMOXJYSVNRRGE	Tags Missing	Add Tags																				
26951	CCMSLIB00003136259	Spectral Match to Pinolenic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	HXQHFNIKBKZGRP		Tags Present	Check Current Tags and Add if Incomplete													food|plant			food consumption_pine nuts
339571	CCMSLIB00003140236	Spectral Match to Arachidonoylthio-PC from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	YDSCLGYBUIDZNF		Tags Missing	Add Tags																
47168	CCMSLIB00003555023	Isoxanthohumol	YKGCBLWILMDSAV	Tags Present	Check Current Tags and Add if Incomplete																	food			
300439	CCMSLIB00000223894	Sphingomyelin (18:1/14:0)	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
210918	CCMSLIB00004706189	Kaempferol 3-glucuronide	FNTJVYCFNVUBOL	Tags Missing	Add Tags																				
340326	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
99213	CCMSLIB00004715158	methyl (4aR)-5,6-dihydroxy-1,1-dimethyl-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthrene-4a-carboxylate	IIJLVJMZYPZQLW	Tags Missing	Add Tags																				
22806	CCMSLIB00003193716	Naringenin	FTVWIRXFELQLPI	Tags Present	Check Current Tags and Add if Incomplete																	food			food consumption_citrus
330044	CCMSLIB00003135073	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
131646	CCMSLIB00003139347	Spectral Match to (-)-Riboflavin from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	AUNGANRZJHBGPY		Tags Present	Check Current Tags and Add if Incomplete													dissolvedorganicmatter_water_saline|food|vitamin|bacterial_produced|naturalproduct	679202|Escherichia coli	urine	food consumption_vitamins
47146	CCMSLIB00003665624	Byakangelicin	PKRPFNXROFUNDE	Tags Present	Check Current Tags and Add if Incomplete																	food			
333980	CCMSLIB00000854174	NCGC00381046-01_C41H66O14_9,19-Cyclolanost-24-en-26-oic acid, 3-[(2-O-hexopyranosylpentopyranosyl)oxy]-12,15-dihydroxy-, (3beta,8xi,9beta,24E)-	WIKNHJPJHDNAME	Tags Missing	Add Tags																				
27120	CCMSLIB00003134722	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	FBUKMFOXMZRGRB		Tags Present	Check Current Tags and Add if Incomplete													human|mice			
14027	CCMSLIB00003736781	Ser-Phe	PPQRSMGDOHLTBE	Tags Missing	Add Tags																				
300476	CCMSLIB00003139957	Spectral Match to 13-Docosenamide, (Z)- from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
340313	CCMSLIB00003134673	Spectral Match to 1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	FORFDCPQKJHEBF		Tags Missing	Add Tags																
220881	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
29611	CCMSLIB00003138495	Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	GKJZMAHZJGSBKD		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct|food			
250935	CCMSLIB00003134705	Spectral Match to PAF C-16 from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	HVAUUPRFYPCOCA		Tags Missing	Add Tags																
37069	CCMSLIB00000213705	Massbank:FIO00070 (-)-Epicatechin	PFTAWBLQPZVEMU	Tags Present	Check Current Tags and Add if Incomplete																	food			food consumption_cocoa|food consumption_pome fruits|food consumption_tea
255723	CCMSLIB00000848476	NCGC00180259-02!2-(hydroxymethyl)-6-[4-[(2S,3S)-3-(hydroxymethyl)-5-[(E)-3-hydroxyprop-1-enyl]-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenoxy]oxane-3,4,5-triol	SPWHQAUMLDQOFU	Tags Missing	Add Tags																				
147917	CCMSLIB00000847726	NCGC00169491-02!(4S)-4-hydroxy-3,5,5-trimethyl-4-[(E)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybut-1-enyl]cyclohex-2-en-1-one	SWYRVCGNMNAFEK	Tags Present	Check Current Tags and Add if Incomplete																	food			plant-based chemical exposure
188487	CCMSLIB00004706154	avicularin	BDCDNTVZSILEOY	Tags Missing	Add Tags																				
8396	CCMSLIB00000222317	Massbank:PB005823 3,4,5-Trimethoxycinnamic acid|(E)-3-(3,4,5-trimethoxyphenyl)prop-2-enoic acid	YTFVRYKNXDADBI	Tags Present	Check Current Tags and Add if Incomplete																	dissolvedorganicmatter_water_saline|food|plant			
326444	CCMSLIB00003134551	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
220489	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
17405	CCMSLIB00003257328	12S-Hydroxy-5Z,8E,10E-heptadecatrienoic acid	KUKJHGXXZWHSBG	Tags Missing	Add Tags																				
351521	CCMSLIB00004694010	THEAFLAVIN DIGALLATE	ZEASWHWETFMWCV	Tags Missing	Add Tags																				
254610	CCMSLIB00005465789	"2-((4R)-4-((5R,7R,8R,9S,10S,12S,13R,17R)-7,12-dihydroxy-10,13-dimethyl-3-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"	VOUKAYFXXSUOGA	Tags Missing	Add Tags																				
16892	CCMSLIB00003728062	Gly-Trp	AJHCSUXXECOXOY	Tags Missing	Add Tags																				
6220	CCMSLIB00003704161	(+)-Abscisic acid	JLIDBLDQVAYHNE	Tags Present	Check Current Tags and Add if Incomplete																	food|plant			
285315	CCMSLIB00000845329	NCGC00385506-01!5,7-dihydroxy-2-[3-hydroxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one	RPVIQWDFJPYNJM	Tags Missing	Add Tags																				
242234	CCMSLIB00004678901	trimethoxy-quercetin-O-hexoside	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
341645	CCMSLIB00003134596	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
191730	CCMSLIB00003135366	Spectral Match to Flavine mononucleotide from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
338435	CCMSLIB00003268177	1,2-Dilinoleoyl-sn-glycero-3-phosphocholine	FVXDQWZBHIXIEJ	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
220473	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
294047	CCMSLIB00004678807	methoxy-myricetin-O-hexosyl-O-hexoside	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
157121	CCMSLIB00003718147	.beta.-Sitosterol	KZJWDPNRJALLNS	Tags Present	Check Current Tags and Add if Incomplete																	food			
271145	CCMSLIB00003232161	Procyanidin B2	XFZJEEAOWLFHDH	Tags Present	Check Current Tags and Add if Incomplete																	food|naturalproduct_plant|plant			food consumption
233017	CCMSLIB00003123271	PC(0:0/16:0); [M+H]+ C24H51N1O7P1	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
326490	CCMSLIB00003270329	1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	SIEDNCDNGMIKST	Tags Missing	Add Tags																				
127597	CCMSLIB00003137330	Spectral Match to PyroGlu-Ile-Lys from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
337495	CCMSLIB00003268198	1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine	XXKFQTJOJZELMD	Tags Missing	Add Tags																				
211874	CCMSLIB00003236370	Isoquercitin	OVSQVDMCBVZWGM	Tags Present	Check Current Tags and Add if Incomplete																	food			
345460	CCMSLIB00003336397	1-Stearoyl-2-arachidonyl-sn-glycero-3-phosphocholine	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	ZNSGCWMTNLBFEQ		Tags Missing	Add Tags																
5772	CCMSLIB00000856124	NCGC00385243-01_C12H18O4_{(1R,2R)-2-[(2Z)-5-Hydroxy-2-penten-1-yl]-3-oxocyclopentyl}acetic acid	RZGFUGXQKMEMOO	Tags Missing	Add Tags																				
111184	CCMSLIB00004705627	5-Hydroxy-2',4',7,8-Tetramethoxyflavone	AHUAGKUYEMQHTH	Tags Missing	Add Tags																				
39454	CCMSLIB00003139467	Spectral Match to Glu Phe from METLIN	XHHOHZPNYFQJKL	Tags Missing	Add Tags																				
43007	CCMSLIB00003728233	Leu-Tyr	LHSGPCFBGJHPCY	Tags Missing	Add Tags																				
92331	CCMSLIB00003589977	Lithospermic acid	UJZQBMQZMKFSRV	Tags Missing	Add Tags																				
25621	CCMSLIB00003136232	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	JHXAZBBVQSRKJR		Tags Present	Check Current Tags and Add if Incomplete													dissolvedorganicmatter_water_saline|human|mice			
10930	CCMSLIB00003562356	Isoxadifen-ethyl	MWKVXOJATACCCH	Tags Present	Check Current Tags and Add if Incomplete																	environmental			
29632	CCMSLIB00003136620	Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	GKJZMAHZJGSBKD		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct|food			
221679	CCMSLIB00000846010	NCGC00384527-01!2-(3,4-dihydroxyphenyl)-5,8-dihydroxy-7-methoxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one	PTUBUBVQXWVBPI	Tags Missing	Add Tags																				
345465	CCMSLIB00003135060	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
340306	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
49398	CCMSLIB00000221579	Massbank:PB000202 Quercetin|2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one	REFJWTPEDVJJIY	Tags Present	Check Current Tags and Add if Incomplete																	food			
116944	CCMSLIB00005467655	1-beta-D-Glucopyranosyl-L-tryptophan	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	ZHBHZDMTVVJASV		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct			
157318	CCMSLIB00003718148	.beta.-Sitosterol	KZJWDPNRJALLNS	Tags Present	Check Current Tags and Add if Incomplete																	food			
157119	CCMSLIB00003718149	.beta.-Sitosterol	KZJWDPNRJALLNS	Tags Present	Check Current Tags and Add if Incomplete																	food			
198278	CCMSLIB00004713315	methyl 8-hydroxy-4,5,7,10,14,14-hexamethyl-6,17-dioxo-16-oxapentacyclo[13.2.2.0ï¿½,ï¿½ï¿½.0ï¿½,ï¿½?.0?,?]nonadeca-3,7-diene-9-carboxylate	LISLGICORSJAKO	Tags Missing	Add Tags																				
34592	CCMSLIB00003138261	Spectral Match to Piperine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	MXXWOMGUGJBKIW		Tags Present	Check Current Tags and Add if Incomplete													food|plant			food consumption_spices
187626	CCMSLIB00000848450	NCGC00178486-02!5-hydroxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one	KMOUJOKENFFTPU	Tags Missing	Add Tags																				
198018	CCMSLIB00003578319	3-Hydroxyoleylcarnitine	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
174776	CCMSLIB00003138821	Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14	WTLBZVNBAKMVDP	Tags Present	Check Current Tags and Add if Incomplete																	environmental			products containing flame retardant
114616	CCMSLIB00000081802	sucrose	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	CZMRCDWAGMRECN		Tags Present	Check Current Tags and Add if Incomplete													food			
69392	CCMSLIB00003137130	Spectral Match to N-(-)-Jasmonoyl-(S)-leucine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
147860	CCMSLIB00000851547	NCGC00169491-03_C19H30O8_2-Cyclohexen-1-one, 4-[(1E)-3-(beta-D-glucopyranosyloxy)-1-buten-1-yl]-4-hydroxy-3,5,5-trimethyl-, (4S)-	SWYRVCGNMNAFEK	Tags Present	Check Current Tags and Add if Incomplete																	food			plant-based chemical exposure
9494	CCMSLIB00003182945	Biotin	YBJHBAHKTGYVGT	Tags Present	Check Current Tags and Add if Incomplete																	food|vitamin			food consumption_vitamins
27103	CCMSLIB00003256607	9(10)-Epoxy-12Z-octadecenoic acid	FBUKMFOXMZRGRB	Tags Present	Check Current Tags and Add if Incomplete																	human|mice			
70128	CCMSLIB00003200879	Melibiose	AYRXSINWFIIFAE	Tags Missing	Add Tags																				
198518	CCMSLIB00003571507	Ginsenoside Rg3 (R-form)	RWXIFXNRCLMQCD	Tags Present	Check Current Tags and Add if Incomplete																	food			
355027	CCMSLIB00000854771	NCGC00381308-01_C47H76O17_(3beta,5xi,9xi,18xi,22beta)-22,25-Dihydroxyolean-12-en-3-yl 6-deoxy-alpha-L-mannopyranosyl-(1->2)-beta-D-xylopyranosyl-(1->2)-beta-D-glucopyranosiduronic acid	NOKUIKNJHIHLGT	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
321180	CCMSLIB00003377022	1,2-Dilinolenoyl-sn-glycero-3-phosphoethanolamine	WIHSZOXPODIZSW	Tags Missing	Add Tags																				
116415	CCMSLIB00000845965	NCGC00321441-02!7-[(6-hydroxy-2,5,5,8a-tetramethyl-1,4,4a,6,7,8-hexahydronaphthalen-1-yl)methoxy]chromen-2-one	MCTDXPDDZLFJHR	Tags Present	Check Current Tags and Add if Incomplete																	food			
249865	CCMSLIB00003137223	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	YAMUFBLWGFFICM		Tags Present	Check Current Tags and Add if Incomplete													dissolvedorganicmatter_water_saline			
198504	CCMSLIB00003332281	Stearoylserotonin	FKWHKBXVLNKTGT	Tags Missing	Add Tags																				
331410	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
63682	CCMSLIB00004702149	Salidroside	ILRCGYURZSFMEG	Tags Present	Check Current Tags and Add if Incomplete																	plant			
5617	CCMSLIB00001058568	Pesticide4_Cyprodinil_C14H15N3_2-Pyrimidinamine, 4-cyclopropyl-6-methyl-N-phenyl-	HAORKNGNJCEJBX	Tags Present	Check Current Tags and Add if Incomplete																	biocide_antimicrobial|environmental			
322597	CCMSLIB00003266413	2-Arachidonoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine	DRIVXEVMDWCWLI	Tags Missing	Add Tags																				
